Scode,ShortName,IndustryName,IndustryCode,Trdwnt,Date,Wretnd,sz_all,sz_50,SVI_code,SVI_All,Numpstisten_A,Numneusten_A,Numnegasten_A,Numsten_A,Tpostnum_G,Pospostnum_G,Negpostnum_G,Neupostnum_G,Readnum_G,Commentnum_G
601988,中国银行,货币金融服务,J66,2015-49,2015-12-04 00:00:00,0.055696,-1.669,-2.5955,21597,912753,,,,,1161,355,242,564,1477417,1781
601989,中国重工,铁路、船舶、航空航天和其它运输设备制造业,C37,2015-49,2015-12-04 00:00:00,-0.01938,-1.669,-2.5955,25080,121809,,,,,2198,496,758,944,2863005,4308
601998,中信银行,货币金融服务,J66,2015-49,2015-12-04 00:00:00,0.092199,-1.669,-2.5955,9244,182605,,,,,415,120,87,208,508225,433
600000,浦发银行,货币金融服务,J66,2015-50,2015-12-11 00:00:00,-0.005879,-0.6052,-0.626,,,,,,,911,317,204,390,5141786,2830
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-50,2015-12-11 00:00:00,-0.049738,-0.6052,-0.626,14102,38534,,,,,788,197,206,385,1419826,1212
600015,华夏银行,货币金融服务,J66,2015-50,2015-12-11 00:00:00,-0.015098,-0.6052,-0.626,5905,75108,,,,,177,64,41,72,620110,315
600016,民生银行,货币金融服务,J66,2015-50,2015-12-11 00:00:00,-0.005708,-0.6052,-0.626,10255,186042,,,,,326,111,87,128,1142231,696
600018,上港集团,水上运输业,G55,2015-50,2015-12-11 00:00:00,-0.027697,-0.6052,-0.626,8162,20205,,,,,283,59,95,129,573586,299
600028,中国石化,石油和天然气开采业,B07,2015-50,2015-12-11 00:00:00,-0.039761,-0.6052,-0.626,15659,55712,,,,,1045,320,339,386,1572760,1455
600029,南方航空,航空运输业,G56,2015-50,2015-12-11 00:00:00,-0.033792,-0.6052,-0.626,11064,118374,,,,,689,122,229,338,1476519,964
600030,中信证券,资本市场服务,J67,2015-50,2015-12-11 00:00:00,-0.021382,-0.6052,-0.626,29431,139367,,,,,1502,415,403,684,4749089,4292
600036,招商银行,货币金融服务,J66,2015-50,2015-12-11 00:00:00,-0.01913,-0.6052,-0.626,9035,500402,,,,,267,79,83,105,753552,553
600048,保利地产,房地产业,K70,2015-50,2015-12-11 00:00:00,-0.059091,-0.6052,-0.626,13986,58134,27,21,6,139,882,255,182,445,1783133,951
600050,中国联通,电信、广播电视和卫星传输服务,I63,2015-50,2015-12-11 00:00:00,-0.032051,-0.6052,-0.626,14787,152182,,,,,781,185,215,381,1669413,1103
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-50,2015-12-11 00:00:00,-0.015845,-0.6052,-0.626,11755,33599,,,,,717,170,185,362,1474027,1447
600104,上汽集团,汽车制造业,C36,2015-50,2015-12-11 00:00:00,-0.011143,-0.6052,-0.626,8432,27417,,,,,485,142,110,233,1159866,806
600109,国金证券,资本市场服务,J67,2015-50,2015-12-11 00:00:00,-0.014194,-0.6052,-0.626,8367,33340,,,,,454,99,153,202,1114025,650
600111,北方稀土,有色金属冶炼及压延加工业,C32,2015-50,2015-12-11 00:00:00,-0.017844,-0.6052,-0.626,15112,35633,,,,,968,231,294,443,1324027,1591
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2015-50,2015-12-11 00:00:00,-0.042647,-0.6052,-0.626,8222,26027,,,,,418,101,127,190,784882,656
600256,广汇能源,石油和天然气开采业,B07,2015-50,2015-12-11 00:00:00,-0.046852,-0.6052,-0.626,10258,25873,,,,,635,130,201,304,1386651,1455
600406,国电南瑞,软件和信息技术服务业,I65,2015-50,2015-12-11 00:00:00,-0.059129,-0.6052,-0.626,5976,19763,,,,,305,69,95,141,848647,495
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2015-50,2015-12-11 00:00:00,0.06038,-0.6052,-0.626,11351,30446,,,,,969,208,244,517,2084418,2369
600518,康美药业,医药制造业,C27,2015-50,2015-12-11 00:00:00,-0.058571,-0.6052,-0.626,14654,52602,19,81,1,158,639,134,152,353,3467370,2384
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2015-50,2015-12-11 00:00:00,-0.018113,-0.6052,-0.626,5251,19561,,,,,95,43,19,33,445051,646
600547,山东黄金,有色金属矿采选业,B09,2015-50,2015-12-11 00:00:00,0.097471,-0.6052,-0.626,12302,36800,,,,,506,184,92,230,1254181,1560
600583,海油工程,开采辅助活动,B11,2015-50,2015-12-11 00:00:00,-0.049569,-0.6052,-0.626,7363,18573,,,,,364,98,116,150,808436,407
600585,海螺水泥,非金属矿物制品业,C30,2015-50,2015-12-11 00:00:00,-0.021053,-0.6052,-0.626,8622,23289,,,,,437,107,111,219,1047407,1083
600637,东方明珠,电信、广播电视和卫星传输服务,I63,2015-50,2015-12-11 00:00:00,0.066934,-0.6052,-0.626,10344,49371,6,31,0,123,664,210,124,330,2732651,1447
600795,国电电力,电力、热力生产和供应业,D44,2015-50,2015-12-11 00:00:00,-0.024691,-0.6052,-0.626,13623,45956,,,,,567,113,173,281,1086861,608
600837,海通证券,资本市场服务,J67,2015-50,2015-12-11 00:00:00,-0.010444,-0.6052,-0.626,9647,52207,,,,,666,212,157,297,2478750,1891
600887,伊利股份,食品制造业,C14,2015-50,2015-12-11 00:00:00,-0.03183,-0.6052,-0.626,12863,47078,11,22,4,37,899,219,197,483,1668723,2142
600893,中航动力,铁路、船舶、航空航天和其它运输设备制造业,C37,2015-50,2015-12-11 00:00:00,-0.006462,-0.6052,-0.626,8858,28601,,,,,400,95,113,192,1083598,751
600958,东方证券,资本市场服务,J67,2015-50,2015-12-11 00:00:00,-0.006106,-0.6052,-0.626,6037,21693,,,,,249,57,88,104,703639,406
600999,招商证券,资本市场服务,J67,2015-50,2015-12-11 00:00:00,-0.019734,-0.6052,-0.626,5877,43693,,,,,224,50,85,89,2527840,2376
601006,大秦铁路,铁路运输业,G53,2015-50,2015-12-11 00:00:00,-0.033746,-0.6052,-0.626,5791,17548,,,,,284,82,68,134,878794,741
601088,中国神华,煤炭开采和洗选业,B06,2015-50,2015-12-11 00:00:00,-0.029821,-0.6052,-0.626,7989,22626,,,,,625,178,140,307,1175762,1549
601166,兴业银行,货币金融服务,J66,2015-50,2015-12-11 00:00:00,-0.007467,-0.6052,-0.626,9925,167176,5,25,3,47,543,179,115,249,1338424,986
601169,北京银行,货币金融服务,J66,2015-50,2015-12-11 00:00:00,0.019076,-0.6052,-0.626,9237,79293,,,,,451,133,98,220,1202088,791
601186,中国铁建,土木工程建筑业,E48,2015-50,2015-12-11 00:00:00,-0.06648,-0.6052,-0.626,7501,33668,,,,,383,99,109,175,764586,594
601198,东兴证券,资本市场服务,J67,2015-50,2015-12-11 00:00:00,0.060116,-0.6052,-0.626,10211,40131,,,,,1394,354,396,644,2863954,2976
601211,国泰君安,资本市场服务,J67,2015-50,2015-12-11 00:00:00,0.065208,-0.6052,-0.626,10029,66500,,,,,529,171,95,263,3400773,2860
601288,农业银行,货币金融服务,J66,2015-50,2015-12-11 00:00:00,-0.021212,-0.6052,-0.626,13517,537627,,,,,441,130,108,203,930185,675
601318,中国平安,保险业,J68,2015-50,2015-12-11 00:00:00,-0.010873,-0.6052,-0.626,10187,95939,,,,,295,98,51,146,1062921,639
601328,交通银行,货币金融服务,J66,2015-50,2015-12-11 00:00:00,-0.025719,-0.6052,-0.626,7986,381508,,,,,280,96,70,114,729429,310
601336,新华保险,保险业,J68,2015-50,2015-12-11 00:00:00,-0.040475,-0.6052,-0.626,4080,44408,,,,,233,57,68,108,913327,499
601377,兴业证券,资本市场服务,J67,2015-50,2015-12-11 00:00:00,0,-0.6052,-0.626,9891,41382,,,,,493,121,128,244,1196595,815
601390,中国中铁,土木工程建筑业,E48,2015-50,2015-12-11 00:00:00,-0.071306,-0.6052,-0.626,15048,76938,,,,,1195,222,439,534,1802902,1689
601398,工商银行,货币金融服务,J66,2015-50,2015-12-11 00:00:00,-0.021322,-0.6052,-0.626,8766,891919,,,,,275,50,98,127,749840,524
601601,中国太保,保险业,J68,2015-50,2015-12-11 00:00:00,-0.021927,-0.6052,-0.626,3894,14339,,,,,82,21,25,36,489725,127
601628,中国人寿,保险业,J68,2015-50,2015-12-11 00:00:00,-0.032326,-0.6052,-0.626,3805,103068,3,15,1,74,156,63,27,66,728654,510
601668,中国建筑,土木工程建筑业,E48,2015-50,2015-12-11 00:00:00,-0.044547,-0.6052,-0.626,14308,55131,,,,,1149,298,373,478,1462918,1174
601669,中国电建,土木工程建筑业,E48,2015-50,2015-12-11 00:00:00,-0.045838,-0.6052,-0.626,8220,28133,,,,,434,89,141,204,692526,452
601688,华泰证券,资本市场服务,J67,2015-50,2015-12-11 00:00:00,-0.029798,-0.6052,-0.626,6083,53115,,,,,305,92,75,138,820141,840
601766,中国中车,铁路、船舶、航空航天和其它运输设备制造业,C37,2015-50,2015-12-11 00:00:00,-0.043931,-0.6052,-0.626,25195,125693,,,,,1308,328,357,623,2524551,2276
601788,光大证券,资本市场服务,J67,2015-50,2015-12-11 00:00:00,0.000862,-0.6052,-0.626,7299,31018,48,271,19,356,321,97,90,134,1306174,574
601800,中国交建,土木工程建筑业,E48,2015-50,2015-12-11 00:00:00,-0.060113,-0.6052,-0.626,5149,20790,,,,,201,39,89,73,768401,264
601818,光大银行,货币金融服务,J66,2015-50,2015-12-11 00:00:00,-0.036364,-0.6052,-0.626,8078,159951,,,,,260,68,74,118,649578,387
601857,中国石油,石油和天然气开采业,B07,2015-50,2015-12-11 00:00:00,-0.032634,-0.6052,-0.626,9524,45165,,,,,765,219,238,308,1048259,627
601901,方正证券,资本市场服务,J67,2015-50,2015-12-11 00:00:00,-0.020042,-0.6052,-0.626,10779,53818,,,,,766,159,259,348,1596494,1410
601985,中国核电,电力、热力生产和供应业,D44,2015-50,2015-12-11 00:00:00,-0.028777,-0.6052,-0.626,15601,67094,,,,,1077,250,330,497,1710943,1995
601988,中国银行,货币金融服务,J66,2015-50,2015-12-11 00:00:00,-0.031175,-0.6052,-0.626,15590,825697,,,,,552,141,144,267,1281808,725
601989,中国重工,铁路、船舶、航空航天和其它运输设备制造业,C37,2015-50,2015-12-11 00:00:00,-0.070158,-0.6052,-0.626,23348,115199,,,,,2958,629,986,1343,7288099,6937
601998,中信银行,货币金融服务,J66,2015-50,2015-12-11 00:00:00,-0.055844,-0.6052,-0.626,7657,177628,,,,,246,71,56,119,647877,289
600000,浦发银行,货币金融服务,J66,2015-51,2015-12-18 00:00:00,0.01129,-0.0289,0.6027,,,,,,,625,206,136,283,2886839,2274
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-51,2015-12-18 00:00:00,0.022039,-0.0289,0.6027,14665,39821,,,,,745,202,142,401,2248811,1897
600015,华夏银行,货币金融服务,J66,2015-51,2015-12-18 00:00:00,0.035167,-0.0289,0.6027,5679,76082,,,,,222,91,43,88,748758,751
600016,民生银行,货币金融服务,J66,2015-51,2015-12-18 00:00:00,0.041332,-0.0289,0.6027,11162,191047,,,,,624,203,161,260,1731238,1371
600018,上港集团,水上运输业,G55,2015-51,2015-12-18 00:00:00,0.023988,-0.0289,0.6027,8203,20424,,,,,202,51,63,88,533720,209
600028,中国石化,石油和天然气开采业,B07,2015-51,2015-12-18 00:00:00,0.035197,-0.0289,0.6027,17587,61160,,,,,994,323,266,405,1632905,1538
600029,南方航空,航空运输业,G56,2015-51,2015-12-18 00:00:00,0.13342,-0.0289,0.6027,11864,122092,,,,,796,177,211,408,2055249,1374
600030,中信证券,资本市场服务,J67,2015-51,2015-12-18 00:00:00,0.056583,-0.0289,0.6027,32529,149686,,,,,1756,547,402,807,4526980,4347
600036,招商银行,货币金融服务,J66,2015-51,2015-12-18 00:00:00,0.035461,-0.0289,0.6027,9412,490491,,,,,328,100,91,137,766719,495
600048,保利地产,房地产业,K70,2015-51,2015-12-18 00:00:00,0.096618,-0.0289,0.6027,15488,69339,,,,,1129,307,225,597,3367857,2759
600050,中国联通,电信、广播电视和卫星传输服务,I63,2015-51,2015-12-18 00:00:00,0.039735,-0.0289,0.6027,15386,151806,,,,,706,202,177,327,1323526,831
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-51,2015-12-18 00:00:00,0.063804,-0.0289,0.6027,12356,35180,,,,,602,172,117,313,1778095,1688
600104,上汽集团,汽车制造业,C36,2015-51,2015-12-18 00:00:00,0.014209,-0.0289,0.6027,7265,25647,,,,,276,78,63,135,864228,448
600109,国金证券,资本市场服务,J67,2015-51,2015-12-18 00:00:00,0.068063,-0.0289,0.6027,9096,36161,,,,,542,153,158,231,1374426,898
600111,北方稀土,有色金属冶炼及压延加工业,C32,2015-51,2015-12-18 00:00:00,0.027616,-0.0289,0.6027,16184,37558,,,,,823,196,264,363,1162206,1160
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2015-51,2015-12-18 00:00:00,0.028638,-0.0289,0.6027,8006,24507,,,,,299,93,89,117,824073,579
600256,广汇能源,石油和天然气开采业,B07,2015-51,2015-12-18 00:00:00,0.016897,-0.0289,0.6027,10571,28686,,,,,641,136,189,316,1696788,1959
600406,国电南瑞,软件和信息技术服务业,I65,2015-51,2015-12-18 00:00:00,0.046271,-0.0289,0.6027,6751,21912,,,,,232,65,66,101,991426,431
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2015-51,2015-12-18 00:00:00,0.093214,-0.0289,0.6027,13085,37403,7,31,2,71,1002,273,239,490,2621509,2660
600518,康美药业,医药制造业,C27,2015-51,2015-12-18 00:00:00,-0.033676,-0.0289,0.6027,15822,57568,,,,,963,176,322,465,2165764,2045
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2015-51,2015-12-18 00:00:00,0.025874,-0.0289,0.6027,4928,19818,,,,,95,49,13,33,489088,441
600547,山东黄金,有色金属矿采选业,B09,2015-51,2015-12-18 00:00:00,0.042247,-0.0289,0.6027,13602,46482,,,,,686,193,140,353,1530913,1830
600583,海油工程,开采辅助活动,B11,2015-51,2015-12-18 00:00:00,0.038549,-0.0289,0.6027,7905,19710,,,,,261,86,65,110,631954,338
600585,海螺水泥,非金属矿物制品业,C30,2015-51,2015-12-18 00:00:00,0.007766,-0.0289,0.6027,8629,23084,,,,,565,141,137,287,1285034,1202
600637,东方明珠,电信、广播电视和卫星传输服务,I63,2015-51,2015-12-18 00:00:00,-0.005362,-0.0289,0.6027,10920,48867,5,15,0,63,880,245,194,441,2384420,1724
600795,国电电力,电力、热力生产和供应业,D44,2015-51,2015-12-18 00:00:00,0.01519,-0.0289,0.6027,13727,47409,,,,,583,148,170,265,1240309,908
600837,海通证券,资本市场服务,J67,2015-51,2015-12-18 00:00:00,0.040897,-0.0289,0.6027,9939,55734,,,,,719,247,166,306,2182112,1745
600887,伊利股份,食品制造业,C14,2015-51,2015-12-18 00:00:00,0.10411,-0.0289,0.6027,14088,54272,,,,,1152,410,194,548,2906778,2519
600893,中航动力,铁路、船舶、航空航天和其它运输设备制造业,C37,2015-51,2015-12-18 00:00:00,0.045077,-0.0289,0.6027,9572,30332,,,,,385,128,100,157,1360210,627
600958,东方证券,资本市场服务,J67,2015-51,2015-12-18 00:00:00,0.098728,-0.0289,0.6027,7306,26630,,,,,363,139,70,154,1101383,800
600999,招商证券,资本市场服务,J67,2015-51,2015-12-18 00:00:00,0.074906,-0.0289,0.6027,7818,47149,,,,,194,85,33,76,1558845,1021
601006,大秦铁路,铁路运输业,G53,2015-51,2015-12-18 00:00:00,0.022119,-0.0289,0.6027,5537,16603,,,,,232,63,66,103,719552,551
601088,中国神华,煤炭开采和洗选业,B06,2015-51,2015-12-18 00:00:00,0.02459,-0.0289,0.6027,8429,23601,,,,,482,164,87,231,1273480,1289
601166,兴业银行,货币金融服务,J66,2015-51,2015-12-18 00:00:00,0.027586,-0.0289,0.6027,10068,170229,,,,,537,197,126,214,1423330,1565
601169,北京银行,货币金融服务,J66,2015-51,2015-12-18 00:00:00,0.007882,-0.0289,0.6027,9240,78890,,,,,746,225,190,331,1792190,1375
601186,中国铁建,土木工程建筑业,E48,2015-51,2015-12-18 00:00:00,0.044228,-0.0289,0.6027,7210,32829,,,,,296,86,85,125,851163,393
601198,东兴证券,资本市场服务,J67,2015-51,2015-12-18 00:00:00,0.165758,-0.0289,0.6027,15406,68657,,,,,1558,502,341,715,4358872,5120
601211,国泰君安,资本市场服务,J67,2015-51,2015-12-18 00:00:00,0.039852,-0.0289,0.6027,11014,73694,,,,,661,172,188,301,1658926,1501
601288,农业银行,货币金融服务,J66,2015-51,2015-12-18 00:00:00,0.01548,-0.0289,0.6027,12659,520281,,,,,485,175,87,223,996397,846
601318,中国平安,保险业,J68,2015-51,2015-12-18 00:00:00,0.035291,-0.0289,0.6027,10538,100930,,,,,359,156,57,146,1614677,1034
601328,交通银行,货币金融服务,J66,2015-51,2015-12-18 00:00:00,0.026398,-0.0289,0.6027,7964,372220,7,13,4,78,224,79,52,93,563248,208
601336,新华保险,保险业,J68,2015-51,2015-12-18 00:00:00,0.088982,-0.0289,0.6027,4892,49395,,,,,170,26,36,108,921959,387
601377,兴业证券,资本市场服务,J67,2015-51,2015-12-18 00:00:00,0.076241,-0.0289,0.6027,12598,56991,,,,,867,239,215,413,3769528,2750
601390,中国中铁,土木工程建筑业,E48,2015-51,2015-12-18 00:00:00,0.051804,-0.0289,0.6027,15706,80629,,,,,1035,264,281,490,1921644,2113
601398,工商银行,货币金融服务,J66,2015-51,2015-12-18 00:00:00,0.006536,-0.0289,0.6027,8559,894177,,,,,270,95,55,120,924066,615
601601,中国太保,保险业,J68,2015-51,2015-12-18 00:00:00,0.025358,-0.0289,0.6027,4214,14594,,,,,117,39,21,57,520952,195
601628,中国人寿,保险业,J68,2015-51,2015-12-18 00:00:00,0.045025,-0.0289,0.6027,4132,101767,,,,,127,47,16,64,471472,283
601668,中国建筑,土木工程建筑业,E48,2015-51,2015-12-18 00:00:00,0.045016,-0.0289,0.6027,14809,59265,26,19,3,78,1059,283,311,465,1875861,1263
601669,中国电建,土木工程建筑业,E48,2015-51,2015-12-18 00:00:00,0.035398,-0.0289,0.6027,7847,27762,,,,,352,81,83,188,799062,346
601688,华泰证券,资本市场服务,J67,2015-51,2015-12-18 00:00:00,0.07444,-0.0289,0.6027,6962,55422,,,,,380,118,97,165,1984590,647
601766,中国中车,铁路、船舶、航空航天和其它运输设备制造业,C37,2015-51,2015-12-18 00:00:00,0.031153,-0.0289,0.6027,25720,127017,,,,,1078,319,258,501,3271974,3491
601788,光大证券,资本市场服务,J67,2015-51,2015-12-18 00:00:00,0.049548,-0.0289,0.6027,8020,33285,,,,,309,90,81,138,884422,445
601800,中国交建,土木工程建筑业,E48,2015-51,2015-12-18 00:00:00,0.042889,-0.0289,0.6027,5368,21299,,,,,180,60,39,81,600235,283
601818,光大银行,货币金融服务,J66,2015-51,2015-12-18 00:00:00,0.014151,-0.0289,0.6027,8082,166231,,,,,338,93,106,139,713247,474
601857,中国石油,石油和天然气开采业,B07,2015-51,2015-12-18 00:00:00,0.021687,-0.0289,0.6027,10347,47066,,,,,667,161,135,371,1356133,1422
601901,方正证券,资本市场服务,J67,2015-51,2015-12-18 00:00:00,0.067815,-0.0289,0.6027,12682,61061,,,,,733,216,215,302,1403598,870
601985,中国核电,电力、热力生产和供应业,D44,2015-51,2015-12-18 00:00:00,0.053968,-0.0289,0.6027,17418,75038,,,,,1251,327,312,612,2703620,3267
601988,中国银行,货币金融服务,J66,2015-51,2015-12-18 00:00:00,0.009901,-0.0289,0.6027,14265,841757,,,,,546,141,133,272,1443651,897
601989,中国重工,铁路、船舶、航空航天和其它运输设备制造业,C37,2015-51,2015-12-18 00:00:00,0.044633,-0.0289,0.6027,25993,127916,,,,,2597,634,729,1234,5474011,8672
601998,中信银行,货币金融服务,J66,2015-51,2015-12-18 00:00:00,0.024759,-0.0289,0.6027,7117,170142,,,,,337,101,86,150,999456,381
600000,浦发银行,货币金融服务,J66,2015-52,2015-12-25 00:00:00,0.027113,0.4271,0.4264,,,,,,,581,219,104,258,2333395,1945
600010,包钢股份,黑色金属冶炼及压延加工业,C31,2015-52,2015-12-25 00:00:00,0,0.4271,0.4264,15391,42139,,,,,679,189,169,321,1873223,1207
600015,华夏银行,货币金融服务,J66,2015-52,2015-12-25 00:00:00,0.042683,0.4271,0.4264,6971,79933,,,,,294,90,74,130,646563,731
600016,民生银行,货币金融服务,J66,2015-52,2015-12-25 00:00:00,0.040794,0.4271,0.4264,18403,218760,,,,,1021,306,240,475,4109123,2854
600018,上港集团,水上运输业,G55,2015-52,2015-12-25 00:00:00,-0.020498,0.4271,0.4264,8724,20616,,,,,309,56,105,148,538086,272
600028,中国石化,石油和天然气开采业,B07,2015-52,2015-12-25 00:00:00,0.006,0.4271,0.4264,16789,56810,,,,,1084,366,319,399,1410548,1413
600029,南方航空,航空运输业,G56,2015-52,2015-12-25 00:00:00,0.001143,0.4271,0.4264,14333,128153,17,3,4,42,687,187,181,319,1779427,1773
600030,中信证券,资本市场服务,J67,2015-52,2015-12-25 00:00:00,0.102333,0.4271,0.4264,42741,194438,,,,,2759,885,570,1304,10008166,7314
600036,招商银行,货币金融服务,J66,2015-52,2015-12-25 00:00:00,0.046233,0.4271,0.4264,9978,496331,11,7,7,50,255,116,42,97,890458,469
600048,保利地产,房地产业,K70,2015-52,2015-12-25 00:00:00,0.004405,0.4271,0.4264,18117,82709,8,6,2,43,1104,330,235,539,2329517,1887
600050,中国联通,电信、广播电视和卫星传输服务,I63,2015-52,2015-12-25 00:00:00,-0.004777,0.4271,0.4264,15167,161260,,,,,766,217,218,331,1737511,1258
600100,同方股份,计算机、通信和其他电子设备制造业,C39,2015-52,2015-12-25 00:00:00,0.060538,0.4271,0.4264,13917,38512,,,,,820,243,159,418,1988432,2001
600104,上汽集团,汽车制造业,C36,2015-52,2015-12-25 00:00:00,0.055556,0.4271,0.4264,7908,26671,,,,,296,94,54,148,861501,693
600109,国金证券,资本市场服务,J67,2015-52,2015-12-25 00:00:00,0.008578,0.4271,0.4264,9164,36901,5,13,2,48,469,126,135,208,1080474,656
600111,北方稀土,有色金属冶炼及压延加工业,C32,2015-52,2015-12-25 00:00:00,0.036775,0.4271,0.4264,17631,40804,,,,,939,256,230,453,1274961,1359
600150,中国船舶,铁路、船舶、航空航天和其它运输设备制造业,C37,2015-52,2015-12-25 00:00:00,0.014342,0.4271,0.4264,8510,24780,,,,,354,109,98,147,670268,350
600256,广汇能源,石油和天然气开采业,B07,2015-52,2015-12-25 00:00:00,0.003021,0.4271,0.4264,10477,27819,,,,,518,139,139,240,1346576,1136
600406,国电南瑞,软件和信息技术服务业,I65,2015-52,2015-12-25 00:00:00,0.029703,0.4271,0.4264,6129,21131,15,16,6,87,186,60,42,84,663467,318
600485,信威集团,计算机、通信和其他电子设备制造业,C39,2015-52,2015-12-25 00:00:00,-0.046022,0.4271,0.4264,11104,29316,,,,,730,171,189,370,1685630,1340
600518,康美药业,医药制造业,C27,2015-52,2015-12-25 00:00:00,0.023627,0.4271,0.4264,15346,54901,,,,,974,191,262,521,2237569,3515
600519,贵州茅台,酒、饮料和精制茶制造业,C15,2015-52,2015-12-25 00:00:00,0.035135,0.4271,0.4264,6238,23417,6,13,1,85,134,56,23,55,900297,724
600547,山东黄金,有色金属矿采选业,B09,2015-52,2015-12-25 00:00:00,-0.019807,0.4271,0.4264,10545,33465,,,,,393,84,98,211,965448,1197
600583,海油工程,开采辅助活动,B11,2015-52,2015-12-25 00:00:00,0.024017,0.4271,0.4264,8112,20175,,,,,279,100,59,120,568607,418
600585,海螺水泥,非金属矿物制品业,C30,2015-52,2015-12-25 00:00:00,0.040308,0.4271,0.4264,9421,26172,,,,,560,156,118,286,1088310,1148
600637,东方明珠,电信、广播电视和卫星传输服务,I63,2015-52,2015-12-25 00:00:00,0.057951,0.4271,0.4264,11603,52016,15,116,0,228,668,258,118,292,1930126,1602
600795,国电电力,电力、热力生产和供应业,D44,2015-52,2015-12-25 00:00:00,-0.004988,0.4271,0.4264,14342,49483,,,,,703,185,198,320,1280067,875
600837,海通证券,资本市场服务,J67,2015-52,2015-12-25 00:00:00,0.06147,0.4271,0.4264,11336,60480,,,,,899,326,186,387,2873077,2313
600887,伊利股份,食品制造业,C14,2015-52,2015-12-25 00:00:00,0.060794,0.4271,0.4264,30854,144757,16,10,3,46,2408,686,493,1229,7247047,7707
600893,中航动力,铁路、船舶、航空航天和其它运输设备制造业,C37,2015-52,2015-12-25 00:00:00,-0.028112,0.4271,0.4264,8495,26296,,,,,452,114,131,207,1276844,1073
600958,东方证券,资本市场服务,J67,2015-52,2015-12-25 00:00:00,-0.02476,0.4271,0.4264,6982,25069,,,,,302,68,84,150,765862,461
600999,招商证券,资本市场服务,J67,2015-52,2015-12-25 00:00:00,-0.012631,0.4271,0.4264,7704,47508,,,,,159,48,46,65,685150,291
601006,大秦铁路,铁路运输业,G53,2015-52,2015-12-25 00:00:00,0.027335,0.4271,0.4264,7100,23746,,,,,312,84,77,151,811480,749
601088,中国神华,煤炭开采和洗选业,B06,2015-52,2015-12-25 00:00:00,0.007333,0.4271,0.4264,8637,24030,,,,,602,228,92,282,1088210,1412
601166,兴业银行,货币金融服务,J66,2015-52,2015-12-25 00:00:00,0.064063,0.4271,0.4264,11813,181576,,,,,621,229,101,291,1876644,1359
601169,北京银行,货币金融服务,J66,2015-52,2015-12-25 00:00:00,0.073314,0.4271,0.4264,10098,79914,10,7,3,45,813,270,151,392,2198328,1570
601186,中国铁建,土木工程建筑业,E48,2015-52,2015-12-25 00:00:00,-0.002872,0.4271,0.4264,7444,32284,,,,,381,90,127,164,940195,553
601198,东兴证券,资本市场服务,J67,2015-52,2015-12-25 00:00:00,-0.06517,0.4271,0.4264,11322,47069,,,,,1100,285,315,500,3456314,3493
601211,国泰君安,资本市场服务,J67,2015-52,2015-12-25 00:00:00,-0.026472,0.4271,0.4264,9528,69432,7,48,1,65,599,197,142,260,2052871,1390
601288,农业银行,货币金融服务,J66,2015-52,2015-12-25 00:00:00,-0.003049,0.4271,0.4264,13365,491744,,,,,740,247,156,337,1023274,931
601318,中国平安,保险业,J68,2015-52,2015-12-25 00:00:00,0.031014,0.4271,0.4264,11890,105289,,,,,349,165,58,126,1001049,473
601328,交通银行,货币金融服务,J66,2015-52,2015-12-25 00:00:00,0.006051,0.4271,0.4264,8472,367164,,,,,305,97,66,142,866946,363
601336,新华保险,保险业,J68,2015-52,2015-12-25 00:00:00,0.047793,0.4271,0.4264,5016,48156,,,,,148,43,31,74,648187,181
601377,兴业证券,资本市场服务,J67,2015-52,2015-12-25 00:00:00,-0.052718,0.4271,0.4264,12458,55962,,,,,1522,320,462,740,5078372,4132
601390,中国中铁,土木工程建筑业,E48,2015-52,2015-12-25 00:00:00,-0.021988,0.4271,0.4264,15591,75527,,,,,1229,235,390,604,1536017,1628
601398,工商银行,货币金融服务,J66,2015-52,2015-12-25 00:00:00,0.006494,0.4271,0.4264,8936,849562,5,14,9,82,323,113,76,134,671869,511
601601,中国太保,保险业,J68,2015-52,2015-12-25 00:00:00,0.089606,0.4271,0.4264,5046,16144,,,,,163,48,26,89,453942,239
601628,中国人寿,保险业,J68,2015-52,2015-12-25 00:00:00,0.044128,0.4271,0.4264,4926,101393,,,,,180,60,40,80,514574,419
601668,中国建筑,土木工程建筑业,E48,2015-52,2015-12-25 00:00:00,0.027692,0.4271,0.4264,16481,64939,,,,,913,254,221,438,3237955,1617
601669,中国电建,土木工程建筑业,E48,2015-52,2015-12-25 00:00:00,-0.002442,0.4271,0.4264,8065,27830,,,,,456,117,103,236,854247,493
601688,华泰证券,资本市场服务,J67,2015-52,2015-12-25 00:00:00,0.037306,0.4271,0.4264,7455,59517,,,,,395,146,75,174,2196372,4463
